Conference,Year,Title,Author,Affiliation
NeurIPS,2024,Continuous Contrastive Learning for Long-Tailed Semi-Supervised Recognition,Siyuan Fang,Southeast University
NeurIPS,2024,Continuous Contrastive Learning for Long-Tailed Semi-Supervised Recognition,Zi-Jing Zhou,Xiaomi Corporation
NeurIPS,2024,Continuous Contrastive Learning for Long-Tailed Semi-Supervised Recognition,Tong Wei,Southeast University
NeurIPS,2024,Continuous Contrastive Learning for Long-Tailed Semi-Supervised Recognition,Yuanyu Wan,Zhejiang University
NeurIPS,2024,Continuous Contrastive Learning for Long-Tailed Semi-Supervised Recognition,Min-Ling Zhang,Southeast University
NeurIPS,2024,$\boldsymbol{\mu}\mathbf{P^2}$: Effective Sharpness Aware Minimization Requires Layerwise Perturbation Scaling,Moritz Haas,University of Tübingen
NeurIPS,2024,$\boldsymbol{\mu}\mathbf{P^2}$: Effective Sharpness Aware Minimization Requires Layerwise Perturbation Scaling,Jin Xu,University of Oxford
NeurIPS,2024,$\boldsymbol{\mu}\mathbf{P^2}$: Effective Sharpness Aware Minimization Requires Layerwise Perturbation Scaling,Volkan Cevher,EPFL
NeurIPS,2024,$\boldsymbol{\mu}\mathbf{P^2}$: Effective Sharpness Aware Minimization Requires Layerwise Perturbation Scaling,Leena Chennuru Vankadara,University of Tuebingen
NeurIPS,2024,GTBench: Uncovering the Strategic Reasoning Capabilities of LLMs via Game-Theoretic Evaluations,Jinhao Duan,Drexel University
NeurIPS,2024,GTBench: Uncovering the Strategic Reasoning Capabilities of LLMs via Game-Theoretic Evaluations,Renming Zhang,"Boston University, Boston University"
NeurIPS,2024,GTBench: Uncovering the Strategic Reasoning Capabilities of LLMs via Game-Theoretic Evaluations,James Diffenderfer,Lawrence Livermore National Laboratory
NeurIPS,2024,GTBench: Uncovering the Strategic Reasoning Capabilities of LLMs via Game-Theoretic Evaluations,Bhavya Kailkhura,Lawrence Livermore National Laboratory
NeurIPS,2024,GTBench: Uncovering the Strategic Reasoning Capabilities of LLMs via Game-Theoretic Evaluations,Lichao Sun,Lehigh University
NeurIPS,2024,GTBench: Uncovering the Strategic Reasoning Capabilities of LLMs via Game-Theoretic Evaluations,Elias Stengel-Eskin,"Department of Computer Science, University of North Carolina at Chapel Hill"
NeurIPS,2024,GTBench: Uncovering the Strategic Reasoning Capabilities of LLMs via Game-Theoretic Evaluations,Mohit Bansal,UNC Chapel Hill
NeurIPS,2024,GTBench: Uncovering the Strategic Reasoning Capabilities of LLMs via Game-Theoretic Evaluations,Tianlong Chen,Massachusetts Institute of Technology
NeurIPS,2024,GTBench: Uncovering the Strategic Reasoning Capabilities of LLMs via Game-Theoretic Evaluations,Kaidi Xu,Northeastern University
NeurIPS,2024,SCOREQ: Speech Quality Assessment with Contrastive Regression,Alessandro Ragano,University College Dublin
NeurIPS,2024,SCOREQ: Speech Quality Assessment with Contrastive Regression,Jan Skoglund,Google
NeurIPS,2024,SCOREQ: Speech Quality Assessment with Contrastive Regression,Andrew Hines,University College Dublin
NeurIPS,2024,Atlas3D: Physically Constrained Self-Supporting Text-to-3D for Simulation and Fabrication,Yunuo Chen,"University of California, Los Angeles"
NeurIPS,2024,Atlas3D: Physically Constrained Self-Supporting Text-to-3D for Simulation and Fabrication,Tianyi Xie,"University of California, Los Angeles"
NeurIPS,2024,Atlas3D: Physically Constrained Self-Supporting Text-to-3D for Simulation and Fabrication,Zeshun Zong,"University of California, Los Angeles"
NeurIPS,2024,Atlas3D: Physically Constrained Self-Supporting Text-to-3D for Simulation and Fabrication,Xuan Li,UCLA
NeurIPS,2024,Atlas3D: Physically Constrained Self-Supporting Text-to-3D for Simulation and Fabrication,Feng Gao,Amazon
NeurIPS,2024,Atlas3D: Physically Constrained Self-Supporting Text-to-3D for Simulation and Fabrication,Yin Yang,University of Utah
NeurIPS,2024,Atlas3D: Physically Constrained Self-Supporting Text-to-3D for Simulation and Fabrication,Ying Nian Wu,"University of California, Los Angeles"
NeurIPS,2024,Atlas3D: Physically Constrained Self-Supporting Text-to-3D for Simulation and Fabrication,Chenfanfu Jiang,"University of California, Los Angeles"
NeurIPS,2024,Online Posterior Sampling with a Diffusion Prior,Branislav Kveton,Adobe Research
NeurIPS,2024,Online Posterior Sampling with a Diffusion Prior,Boris Oreshkin,Element AI
NeurIPS,2024,Online Posterior Sampling with a Diffusion Prior,Youngsuk Park,"Amazon, AWS AI Labs"
NeurIPS,2024,Online Posterior Sampling with a Diffusion Prior,Aniket Anand Deshmukh,Amazon
NeurIPS,2024,Online Posterior Sampling with a Diffusion Prior,Rui Song,Amazon Inc
NeurIPS,2024,Invertible Consistency Distillation for Text-Guided Image Editing in Around 7 Steps,Nikita Starodubcev,Yandex
NeurIPS,2024,Invertible Consistency Distillation for Text-Guided Image Editing in Around 7 Steps,Mikhail Khoroshikh,Yandex
NeurIPS,2024,Invertible Consistency Distillation for Text-Guided Image Editing in Around 7 Steps,Artem Babenko,Yandex
NeurIPS,2024,Invertible Consistency Distillation for Text-Guided Image Editing in Around 7 Steps,Dmitry Baranchuk,Yandex
NeurIPS,2024,Learning Discrete Latent Variable Structures with Tensor Rank Conditions,Zhengming Chen,Guangdong University of Technology
NeurIPS,2024,Learning Discrete Latent Variable Structures with Tensor Rank Conditions,Ruichu Cai,Guangdong University of Technology
NeurIPS,2024,Learning Discrete Latent Variable Structures with Tensor Rank Conditions,Feng Xie,Beijing Technology and Business University
NeurIPS,2024,Learning Discrete Latent Variable Structures with Tensor Rank Conditions,Jie Qiao,Guangdong University of Technology
NeurIPS,2024,Learning Discrete Latent Variable Structures with Tensor Rank Conditions,Anpeng Wu,Zhejiang University
NeurIPS,2024,Learning Discrete Latent Variable Structures with Tensor Rank Conditions,Zijian Li,Guangdong University of Technology
NeurIPS,2024,Learning Discrete Latent Variable Structures with Tensor Rank Conditions,Zhifeng Hao,Shantou University
NeurIPS,2024,Learning Discrete Latent Variable Structures with Tensor Rank Conditions,Kun Zhang,CMU & MBZUAI
NeurIPS,2024,Pre-training Differentially Private Models with Limited Public Data,Zhiqi Bu,Amazon
NeurIPS,2024,Pre-training Differentially Private Models with Limited Public Data,Xinwei Zhang,University of Southern California
NeurIPS,2024,Pre-training Differentially Private Models with Limited Public Data,Sheng Zha,Amazon AGI
NeurIPS,2024,Pre-training Differentially Private Models with Limited Public Data,Mingyi Hong,University of Minnesota
NeurIPS,2024,Pre-training Differentially Private Models with Limited Public Data,George Karypis,"University of Minnesota, Minneapolis"
NeurIPS,2024,Antigen-Specific Antibody Design via Direct Energy-based Preference Optimization,Xiangxin Zhou,University of Chinese Academy of Sciences
NeurIPS,2024,Antigen-Specific Antibody Design via Direct Energy-based Preference Optimization,Dongyu Xue,Bytedance Research
NeurIPS,2024,Antigen-Specific Antibody Design via Direct Energy-based Preference Optimization,Ruizhe Chen,Hunan University
NeurIPS,2024,Antigen-Specific Antibody Design via Direct Energy-based Preference Optimization,Zaixiang Zheng,ByteDance AI Lab
NeurIPS,2024,Antigen-Specific Antibody Design via Direct Energy-based Preference Optimization,Liang Wang,"NLPR, China"
NeurIPS,2024,Antigen-Specific Antibody Design via Direct Energy-based Preference Optimization,Quanquan Gu,UCLA
NeurIPS,2024,Dual Encoder GAN Inversion for High-Fidelity 3D Head Reconstruction from Single Images,Bahri Batuhan Bilecen,Bilkent University
NeurIPS,2024,Dual Encoder GAN Inversion for High-Fidelity 3D Head Reconstruction from Single Images,Ahmet Gökmen,Bilkent University
NeurIPS,2024,Dual Encoder GAN Inversion for High-Fidelity 3D Head Reconstruction from Single Images,Aysegul Dundar,"Bilkent University, Bilkent University"
NeurIPS,2024,Diffusion-DICE: In-Sample Diffusion Guidance for Offline Reinforcement Learning,Liyuan Mao,Shanghai Jiaotong University
NeurIPS,2024,Diffusion-DICE: In-Sample Diffusion Guidance for Offline Reinforcement Learning,Haoran Xu,UT Austin
NeurIPS,2024,Diffusion-DICE: In-Sample Diffusion Guidance for Offline Reinforcement Learning,Xianyuan Zhan,"Institute for AI Industry Research (AIR), Tsinghua University"
NeurIPS,2024,Diffusion-DICE: In-Sample Diffusion Guidance for Offline Reinforcement Learning,Weinan Zhang,Shanghai Jiao Tong University
NeurIPS,2024,Diffusion-DICE: In-Sample Diffusion Guidance for Offline Reinforcement Learning,Amy Zhang,University of Texas at Austin
NeurIPS,2024,Who’s Gaming the System? A Causally-Motivated Approach for Detecting Strategic Adaptation,Trenton Chang,University of Michigan
NeurIPS,2024,Who’s Gaming the System? A Causally-Motivated Approach for Detecting Strategic Adaptation,Lindsay Warrenburg,University of Pennsylvania
NeurIPS,2024,Who’s Gaming the System? A Causally-Motivated Approach for Detecting Strategic Adaptation,Sae-Hwan Park,"Perelman School of Medicine, University of Pennsylvania"
NeurIPS,2024,Who’s Gaming the System? A Causally-Motivated Approach for Detecting Strategic Adaptation,Ravi Parikh,Penn Medicine
NeurIPS,2024,Who’s Gaming the System? A Causally-Motivated Approach for Detecting Strategic Adaptation,Maggie Makar,University of Michigan
NeurIPS,2024,Who’s Gaming the System? A Causally-Motivated Approach for Detecting Strategic Adaptation,Jenna Wiens,University of Michigan
NeurIPS,2024,The Expressive Capacity of State Space Models: A Formal Language Perspective,Yash Sarrof,Universität des Saarlandes
NeurIPS,2024,The Expressive Capacity of State Space Models: A Formal Language Perspective,Yana Veitsman,Universität des Saarlandes
NeurIPS,2024,The Expressive Capacity of State Space Models: A Formal Language Perspective,Michael Hahn,Saarland University
NeurIPS,2024,Gated Inference Network: Inference and Learning State-Space Models,Hamidreza Hashempoorikderi,Seoul National University
NeurIPS,2024,Gated Inference Network: Inference and Learning State-Space Models,Wan Choi,Seoul National University
NeurIPS,2024,GAMap: Zero-Shot Object Goal Navigation with Multi-Scale Geometric-Affordance Guidance,shuaihang yuan,New York University
NeurIPS,2024,GAMap: Zero-Shot Object Goal Navigation with Multi-Scale Geometric-Affordance Guidance,Hao Huang,Zhipu·AI
NeurIPS,2024,GAMap: Zero-Shot Object Goal Navigation with Multi-Scale Geometric-Affordance Guidance,Yu Hao,New York University
NeurIPS,2024,GAMap: Zero-Shot Object Goal Navigation with Multi-Scale Geometric-Affordance Guidance,Congcong Wen,New York University
NeurIPS,2024,GAMap: Zero-Shot Object Goal Navigation with Multi-Scale Geometric-Affordance Guidance,Anthony Tzes,New York University Abu Dhabi
NeurIPS,2024,GAMap: Zero-Shot Object Goal Navigation with Multi-Scale Geometric-Affordance Guidance,Yi Fang,New York University
NeurIPS,2024,Open LLMs are Necessary for Current Private Adaptations and Outperform their Closed Alternatives,Vincent Hanke,CISPA Helmholtz Center for Information Security
NeurIPS,2024,Open LLMs are Necessary for Current Private Adaptations and Outperform their Closed Alternatives,Tom Blanchard,CISPA Helmholtz Center for Information Security
NeurIPS,2024,Open LLMs are Necessary for Current Private Adaptations and Outperform their Closed Alternatives,Franziska Boenisch,CISPA
NeurIPS,2024,Open LLMs are Necessary for Current Private Adaptations and Outperform their Closed Alternatives,Iyiola Olatunji,CISPA Helmholtz Center for Information Security
NeurIPS,2024,Open LLMs are Necessary for Current Private Adaptations and Outperform their Closed Alternatives,Michael Backes,CISPA Helmholtz Center for Information Security
NeurIPS,2024,Open LLMs are Necessary for Current Private Adaptations and Outperform their Closed Alternatives,Adam Dziedzic,"CISPA, saarland university, saarland informatics campus"
NeurIPS,2024,L4GM: Large 4D Gaussian Reconstruction Model,Jiawei Ren,Nanyang Technological University
NeurIPS,2024,L4GM: Large 4D Gaussian Reconstruction Model,Cheng Xie,University of Toronto
NeurIPS,2024,L4GM: Large 4D Gaussian Reconstruction Model,Ashkan Mirzaei,NVIDIA
NeurIPS,2024,L4GM: Large 4D Gaussian Reconstruction Model,hanxue liang,
NeurIPS,2024,L4GM: Large 4D Gaussian Reconstruction Model,xiaohui zeng,university of Toronto
NeurIPS,2024,L4GM: Large 4D Gaussian Reconstruction Model,Karsten Kreis,NVIDIA
NeurIPS,2024,L4GM: Large 4D Gaussian Reconstruction Model,Ziwei Liu,Nanyang Technological University
NeurIPS,2024,L4GM: Large 4D Gaussian Reconstruction Model,Antonio Torralba,MIT
NeurIPS,2024,L4GM: Large 4D Gaussian Reconstruction Model,Sanja Fidler,University of Toronto
NeurIPS,2024,L4GM: Large 4D Gaussian Reconstruction Model,Seung Wook Kim,University of Toronto
NeurIPS,2024,L4GM: Large 4D Gaussian Reconstruction Model,Huan Ling,NVIDIA
NeurIPS,2024,Enhancing Robustness of Last Layer Two-Stage Fair Model Corrections,Nathan Stromberg,Arizona State University
NeurIPS,2024,Enhancing Robustness of Last Layer Two-Stage Fair Model Corrections,Rohan Ayyagari,Arizona State University
NeurIPS,2024,Enhancing Robustness of Last Layer Two-Stage Fair Model Corrections,Sanmi Koyejo,Stanford University / Virtue AI
NeurIPS,2024,Enhancing Robustness of Last Layer Two-Stage Fair Model Corrections,Richard Nock,Google Research
NeurIPS,2024,Enhancing Robustness of Last Layer Two-Stage Fair Model Corrections,Lalitha Sankar,Arizona State University
NeurIPS,2024,Physics-Regularized Multi-Modal Image Assimilation for Brain Tumor Localization,Michal Balcerak,University of Zurich
NeurIPS,2024,Physics-Regularized Multi-Modal Image Assimilation for Brain Tumor Localization,Tamaz Amiranashvili,Technical University of Munich / University of Zurich
NeurIPS,2024,Physics-Regularized Multi-Modal Image Assimilation for Brain Tumor Localization,Andreas Wagner,Technische Universität München
NeurIPS,2024,Physics-Regularized Multi-Modal Image Assimilation for Brain Tumor Localization,Jonas Weidner,Technische Universität München
NeurIPS,2024,Physics-Regularized Multi-Modal Image Assimilation for Brain Tumor Localization,Petr Karnakov,
NeurIPS,2024,Physics-Regularized Multi-Modal Image Assimilation for Brain Tumor Localization,Johannes C. Paetzold,Technical University of Munich (TUM)
NeurIPS,2024,Physics-Regularized Multi-Modal Image Assimilation for Brain Tumor Localization,Ivan Ezhov,TU Munich
NeurIPS,2024,Physics-Regularized Multi-Modal Image Assimilation for Brain Tumor Localization,Petros Koumoutsakos,Harvard
NeurIPS,2024,Physics-Regularized Multi-Modal Image Assimilation for Brain Tumor Localization,Benedikt Wiestler,Technical University of Munich
NeurIPS,2024,Physics-Regularized Multi-Modal Image Assimilation for Brain Tumor Localization,bjoern menze,University of Zurich
NeurIPS,2024,Transfer Learning for Diffusion Models,Yidong Ouyang,"University of California, Los Angeles"
NeurIPS,2024,Transfer Learning for Diffusion Models,Liyan Xie,University of Minnesota
NeurIPS,2024,Transfer Learning for Diffusion Models,Hongyuan Zha,"The Chinese University of Hong Kong, Shenzhen"
NeurIPS,2024,Transfer Learning for Diffusion Models,Guang Cheng,"University of California, Los Angeles"
NeurIPS,2024,Grasp as You Say: Language-guided Dexterous Grasp Generation,Yi-Lin Wei,SUN YAT-SEN UNIVERSITY
NeurIPS,2024,Grasp as You Say: Language-guided Dexterous Grasp Generation,Jian-Jian Jiang,SUN YAT-SEN UNIVERSITY
NeurIPS,2024,Grasp as You Say: Language-guided Dexterous Grasp Generation,Chengyi Xing,Stanford University
NeurIPS,2024,Grasp as You Say: Language-guided Dexterous Grasp Generation,Xian-Tuo Tan,SUN YAT-SEN UNIVERSITY
NeurIPS,2024,Grasp as You Say: Language-guided Dexterous Grasp Generation,Xiao-Ming Wu,The Hong Kong Polytechnic University
NeurIPS,2024,Grasp as You Say: Language-guided Dexterous Grasp Generation,Hao Li,Stanford University
NeurIPS,2024,Grasp as You Say: Language-guided Dexterous Grasp Generation,Mark Cutkosky,Stanford University
NeurIPS,2024,Grasp as You Say: Language-guided Dexterous Grasp Generation,Wei-Shi Zheng,SUN YAT-SEN UNIVERSITY
NeurIPS,2024,Improving Generalization in Federated Learning with Model-Data Mutual Information Regularization: A Posterior Inference Approach,Hao Zhang,"University of California, San Diego"
NeurIPS,2024,Improving Generalization in Federated Learning with Model-Data Mutual Information Regularization: A Posterior Inference Approach,Chenglin Li,Shanghai Jiao Tong University
NeurIPS,2024,Improving Generalization in Federated Learning with Model-Data Mutual Information Regularization: A Posterior Inference Approach,Nuowen Kan,Shanghai Jiaotong University
NeurIPS,2024,Improving Generalization in Federated Learning with Model-Data Mutual Information Regularization: A Posterior Inference Approach,Ziyang Zheng,Shanghai Jiaotong University
NeurIPS,2024,Improving Generalization in Federated Learning with Model-Data Mutual Information Regularization: A Posterior Inference Approach,Wenrui Dai,Shanghai Jiao Tong University
NeurIPS,2024,Improving Generalization in Federated Learning with Model-Data Mutual Information Regularization: A Posterior Inference Approach,Junni Zou,Shanghai Jiao Tong University
NeurIPS,2024,Improving Generalization in Federated Learning with Model-Data Mutual Information Regularization: A Posterior Inference Approach,Hongkai Xiong,Shanghai Jiao Tong University
NeurIPS,2024,Group and Shuffle: Efficient Structured Orthogonal Parametrization,Mikhail Gorbunov,Higher School of Economics
NeurIPS,2024,Group and Shuffle: Efficient Structured Orthogonal Parametrization,Nikolay Yudin,Higher School of Economics
NeurIPS,2024,Group and Shuffle: Efficient Structured Orthogonal Parametrization,Vera Soboleva,Skolkovo Institute of Science and Technology
NeurIPS,2024,Group and Shuffle: Efficient Structured Orthogonal Parametrization,Aibek Alanov,Artificial Intelligence Research Institute
NeurIPS,2024,Group and Shuffle: Efficient Structured Orthogonal Parametrization,Alexey Naumov,HSE University
NeurIPS,2024,Group and Shuffle: Efficient Structured Orthogonal Parametrization,Maxim Rakhuba,HSE University
NeurIPS,2024,GITA: Graph to Visual and Textual Integration for Vision-Language Graph Reasoning,Yanbin Wei,Hong Kong University of Science and Technology
NeurIPS,2024,GITA: Graph to Visual and Textual Integration for Vision-Language Graph Reasoning,Shuai Fu,"AIML, University of Adelaide"
NeurIPS,2024,GITA: Graph to Visual and Textual Integration for Vision-Language Graph Reasoning,Weisen Jiang,HKUST
NeurIPS,2024,GITA: Graph to Visual and Textual Integration for Vision-Language Graph Reasoning,Zejian Zhang,University of the Chinese Academy of Sciences
NeurIPS,2024,GITA: Graph to Visual and Textual Integration for Vision-Language Graph Reasoning,Zhixiong Zeng,Tencent
NeurIPS,2024,GITA: Graph to Visual and Textual Integration for Vision-Language Graph Reasoning,Qi Wu,University of Adelaide
NeurIPS,2024,GITA: Graph to Visual and Textual Integration for Vision-Language Graph Reasoning,James Kwok,Hong Kong University of Science and Technology
NeurIPS,2024,GITA: Graph to Visual and Textual Integration for Vision-Language Graph Reasoning,Yu Zhang,HKUST
NeurIPS,2024,WizardArena: Post-training Large Language Models via Simulated Offline Chatbot Arena,HAIPENG LUO,Tsinghua University
NeurIPS,2024,WizardArena: Post-training Large Language Models via Simulated Offline Chatbot Arena,Qingfeng Sun,Microsoft
NeurIPS,2024,WizardArena: Post-training Large Language Models via Simulated Offline Chatbot Arena,Can Xu,Microsoft
NeurIPS,2024,WizardArena: Post-training Large Language Models via Simulated Offline Chatbot Arena,Pu Zhao,Northeastern University
NeurIPS,2024,WizardArena: Post-training Large Language Models via Simulated Offline Chatbot Arena,Qingwei Lin,Microsoft Research
NeurIPS,2024,WizardArena: Post-training Large Language Models via Simulated Offline Chatbot Arena,Jian-Guang Lou,Microsoft
NeurIPS,2024,WizardArena: Post-training Large Language Models via Simulated Offline Chatbot Arena,Shifeng Chen,"Shenzhen Institute of Advanced Technology, Chinese Academy of Sciences, Chinese Academy of Sciences"
NeurIPS,2024,WizardArena: Post-training Large Language Models via Simulated Offline Chatbot Arena,Yansong Tang,University of Oxford
NeurIPS,2024,WizardArena: Post-training Large Language Models via Simulated Offline Chatbot Arena,Weizhu Chen,Microsoft
NeurIPS,2024,Stochastic Zeroth-Order Optimization under Strongly Convexity and Lipschitz Hessian: Minimax Sample Complexity,Qian Yu,"University of California, Santa Barbara"
NeurIPS,2024,Stochastic Zeroth-Order Optimization under Strongly Convexity and Lipschitz Hessian: Minimax Sample Complexity,Yining Wang,CMU
NeurIPS,2024,Stochastic Zeroth-Order Optimization under Strongly Convexity and Lipschitz Hessian: Minimax Sample Complexity,Baihe Huang,"University of California, Berkeley"
NeurIPS,2024,Stochastic Zeroth-Order Optimization under Strongly Convexity and Lipschitz Hessian: Minimax Sample Complexity,Qi Lei,New York University
NeurIPS,2024,Stochastic Zeroth-Order Optimization under Strongly Convexity and Lipschitz Hessian: Minimax Sample Complexity,Jason Lee,Princeton University
NeurIPS,2024,On Mesa-Optimization in Autoregressively Trained Transformers: Emergence and Capability,Chenyu Zheng,Renmin University of China
NeurIPS,2024,On Mesa-Optimization in Autoregressively Trained Transformers: Emergence and Capability,Wei Huang,RIKEN AIP
NeurIPS,2024,On Mesa-Optimization in Autoregressively Trained Transformers: Emergence and Capability,Rongzhen Wang,"Gaoling School of AI, Renmin University of China"
NeurIPS,2024,On Mesa-Optimization in Autoregressively Trained Transformers: Emergence and Capability,Guoqiang Wu,Shandong University
NeurIPS,2024,On Mesa-Optimization in Autoregressively Trained Transformers: Emergence and Capability,Jun Zhu,Tsinghua University
NeurIPS,2024,On Mesa-Optimization in Autoregressively Trained Transformers: Emergence and Capability,Chongxuan LI,Renmin University of China
NeurIPS,2024,Learning Social Welfare Functions,Kanad Pardeshi,Carnegie Mellon University
NeurIPS,2024,Learning Social Welfare Functions,Itai Shapira,Harvard University
NeurIPS,2024,Learning Social Welfare Functions,Ariel Procaccia,Harvard University
NeurIPS,2024,Learning Social Welfare Functions,Aarti Singh,CMU
NeurIPS,2024,Learning diverse causally emergent representations from time series data,David McSharry,Imperial College London
NeurIPS,2024,Learning diverse causally emergent representations from time series data,Christos Kaplanis,Google DeepMind
NeurIPS,2024,Learning diverse causally emergent representations from time series data,Fernando Rosas,University of Sussex
NeurIPS,2024,Learning diverse causally emergent representations from time series data,Pedro A.M Mediano,Emotech Ltd
NeurIPS,2024,Overfitting Behaviour of Gaussian Kernel Ridgeless Regression: Varying Bandwidth or Dimensionality,Marko Medvedev,The University of Chicago
NeurIPS,2024,Overfitting Behaviour of Gaussian Kernel Ridgeless Regression: Varying Bandwidth or Dimensionality,Gal Vardi,Weizmann Institute of Science
NeurIPS,2024,Overfitting Behaviour of Gaussian Kernel Ridgeless Regression: Varying Bandwidth or Dimensionality,Nati Srebro,TTI-Chicago
NeurIPS,2024,SpeedLoader: An I/O efficient scheme for heterogeneous and distributed LLM operation,Yiqi Zhang,National University of Singapore
NeurIPS,2024,SpeedLoader: An I/O efficient scheme for heterogeneous and distributed LLM operation,Yang You,HPC-AI Technology LLC
NeurIPS,2024,Long-Tailed Out-of-Distribution Detection via Normalized Outlier Distribution Adaptation,Wenjun Miao,Beihang University
NeurIPS,2024,Long-Tailed Out-of-Distribution Detection via Normalized Outlier Distribution Adaptation,Guansong Pang,Singapore Management University
NeurIPS,2024,Long-Tailed Out-of-Distribution Detection via Normalized Outlier Distribution Adaptation,Jin Zheng,Beijing University of Aeronautics and Astronautics
NeurIPS,2024,Long-Tailed Out-of-Distribution Detection via Normalized Outlier Distribution Adaptation,Xiao Bai,Beijing University of Aeronautics and Astronautics
NeurIPS,2024,Are High-Degree Representations Really Unnecessary in Equivariant Graph Neural Networks?,Jiacheng Cen,Renmin University of China
NeurIPS,2024,Are High-Degree Representations Really Unnecessary in Equivariant Graph Neural Networks?,Anyi Li,Renmin University of China
NeurIPS,2024,Are High-Degree Representations Really Unnecessary in Equivariant Graph Neural Networks?,Ning Lin,Renmin University of China
NeurIPS,2024,Are High-Degree Representations Really Unnecessary in Equivariant Graph Neural Networks?,Yuxiang Ren,Huawei Technologies Ltd.
NeurIPS,2024,Are High-Degree Representations Really Unnecessary in Equivariant Graph Neural Networks?,Zihe Wang,"Ohio State University, Columbus"
NeurIPS,2024,Are High-Degree Representations Really Unnecessary in Equivariant Graph Neural Networks?,Wenbing Huang,Tsinghua University
NeurIPS,2024,Randomized Exploration in Cooperative Multi-Agent Reinforcement Learning,Hao-Lun Hsu,Duke University
NeurIPS,2024,Randomized Exploration in Cooperative Multi-Agent Reinforcement Learning,Weixin Wang,Duke University
NeurIPS,2024,Randomized Exploration in Cooperative Multi-Agent Reinforcement Learning,Miroslav Pajic,Duke University
NeurIPS,2024,Randomized Exploration in Cooperative Multi-Agent Reinforcement Learning,Pan Xu,Duke University
NeurIPS,2024,Cross-Scale Self-Supervised Blind Image Deblurring via Implicit Neural Representation,Tianjing Zhang,National University of Singapore
NeurIPS,2024,Cross-Scale Self-Supervised Blind Image Deblurring via Implicit Neural Representation,Yuhui Quan,South China University of Technology
NeurIPS,2024,Cross-Scale Self-Supervised Blind Image Deblurring via Implicit Neural Representation,Hui Ji,National University of Singapore
NeurIPS,2024,Efficient LLM Jailbreak via Adaptive Dense-to-sparse Constrained Optimization,Kai Hu,Xiangtan University
NeurIPS,2024,Efficient LLM Jailbreak via Adaptive Dense-to-sparse Constrained Optimization,Weichen Yu,Carnegie Mellon University
NeurIPS,2024,Efficient LLM Jailbreak via Adaptive Dense-to-sparse Constrained Optimization,Yining Li,Shanghai AI Laboratory
NeurIPS,2024,Efficient LLM Jailbreak via Adaptive Dense-to-sparse Constrained Optimization,Tianjun Yao,Mohamed bin Zayed University of Artificial Intelligence
NeurIPS,2024,Efficient LLM Jailbreak via Adaptive Dense-to-sparse Constrained Optimization,Xiang Li,ETH Zurich
NeurIPS,2024,Efficient LLM Jailbreak via Adaptive Dense-to-sparse Constrained Optimization,Wenhe Liu,Carnegie Mellon University
NeurIPS,2024,Efficient LLM Jailbreak via Adaptive Dense-to-sparse Constrained Optimization,Lijun Yu,"School of Computer Science, Carnegie Mellon University"
NeurIPS,2024,Efficient LLM Jailbreak via Adaptive Dense-to-sparse Constrained Optimization,Zhiqiang Shen,Mohamed bin Zayed University of Artificial Intelligence
NeurIPS,2024,Efficient LLM Jailbreak via Adaptive Dense-to-sparse Constrained Optimization,Kai Chen,Shanghai AI Laboratory
NeurIPS,2024,Efficient LLM Jailbreak via Adaptive Dense-to-sparse Constrained Optimization,Matt Fredrikson,CMU
NeurIPS,2024,Diffusion Model with Cross Attention as an Inductive Bias for Disentanglement,Tao Yang,Xi'an Jiaotong University
NeurIPS,2024,Diffusion Model with Cross Attention as an Inductive Bias for Disentanglement,Cuiling Lan,Microsoft
NeurIPS,2024,Diffusion Model with Cross Attention as an Inductive Bias for Disentanglement,Yan Lu,Microsoft Research Asia
NeurIPS,2024,Diffusion Model with Cross Attention as an Inductive Bias for Disentanglement,Nanning Zheng,Xi'an Jiaotong University
NeurIPS,2024,Improving Linear System Solvers for Hyperparameter Optimisation in Iterative Gaussian Processes,Jihao Andreas Lin,University of Cambridge
NeurIPS,2024,Improving Linear System Solvers for Hyperparameter Optimisation in Iterative Gaussian Processes,Shreyas Padhy,University of Cambridge
NeurIPS,2024,Improving Linear System Solvers for Hyperparameter Optimisation in Iterative Gaussian Processes,Bruno Mlodozeniec,University of Cambridge
NeurIPS,2024,Improving Linear System Solvers for Hyperparameter Optimisation in Iterative Gaussian Processes,Javier Antorán,University of Cambridge
NeurIPS,2024,Improving Linear System Solvers for Hyperparameter Optimisation in Iterative Gaussian Processes,José Miguel Hernández-Lobato,University of Cambridge
NeurIPS,2024,Semantic Feature Learning for Universal Unsupervised Cross-Domain Retrieval,Lixu Wang,Northwestern University
NeurIPS,2024,Semantic Feature Learning for Universal Unsupervised Cross-Domain Retrieval,Xinyu Du,General Motors
NeurIPS,2024,Semantic Feature Learning for Universal Unsupervised Cross-Domain Retrieval,Qi Zhu,Northwestern University
NeurIPS,2024,Reshuffling Resampling Splits Can Improve Generalization of Hyperparameter Optimization,Thomas Nagler,LMU Munich
NeurIPS,2024,Reshuffling Resampling Splits Can Improve Generalization of Hyperparameter Optimization,Lennart Schneider,Department of Statistics LMU Munich &amp;amp;amp;amp; Munich Center for Machine Learning (MCML)
NeurIPS,2024,Reshuffling Resampling Splits Can Improve Generalization of Hyperparameter Optimization,Bernd Bischl,LMU
